Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6oowAH0MKFW7hXDzikZdNc,"nothing left","The sun will rise again like nothing's wrong.","We Are Not Friends;Nextime",2025-02-10,160000,54,false,31cz7zqjoco5mj43sax2be24s4a4,2026-03-01T16:20:04Z,"shoegaze","NEXTIME MEDIA LLC",0.758,0.65,3,-7.131,0,0.0282,0.893,0.845,0.114,0.266,122.997,4
spotify:track:2xt2piJx6jlFkjS77YiqpL,"Like a Stone","Audioslave","Audioslave",2002,293960,81,false,31cz7zqjoco5mj43sax2be24s4a4,2026-03-01T16:20:04Z,"grunge,post-grunge,alternative metal","Epic",0.614,0.568,7,-5.477,0,0.0276,0.00797,0,0.0997,0.516,107.849,4
spotify:track:2EoOZnxNgtmZaD8uUmz2nD,"Black Hole Sun","Superunknown (Deluxe Edition)","Soundgarden",1994-03-09,318586,80,false,31cz7zqjoco5mj43sax2be24s4a4,2026-03-01T16:20:04Z,"grunge,post-grunge,hard rock","Geffen",0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,4
spotify:track:0YLHyxLJViaLW7BKx9yVRl,"did i tell u that i miss u - slowed","did i tell u that i miss u","adore",2024-05-30,137854,63,false,31cz7zqjoco5mj43sax2be24s4a4,2026-03-01T16:20:04Z,"","broke",0.555,0.736,6,-7.909,1,0.0394,0.187,0.137,0.178,0.254,94.025,4
spotify:track:7FOfp3MtblyxWznO8VLjRc,"all the things she said - nightcore - slowed","all the things she said (nightcore)","velours",2025-01-07,84507,54,false,31cz7zqjoco5mj43sax2be24s4a4,2026-03-01T16:20:04Z,"","velours.",0.51,0.995,11,-5.899,1,0.0404,0.000105,0.941,0.343,0.338,127.794,4
spotify:track:0M955bMOoilikPXwKLYpoi,"I Hate Everything About You","Three Days Grace","Three Days Grace",2003-04-19,231480,86,false,31cz7zqjoco5mj43sax2be24s4a4,2026-03-01T16:20:04Z,"post-grunge,rock","Jive",0.498,0.83,6,-5.157,0,0.0421,0.00461,0,0.139,0.453,89.342,4
spotify:track:1158ckiB5S4cpsdYHDB9IF,"My Own Summer (Shove It)","Around the Fur","Deftones",1997-10-27,214760,85,false,31cz7zqjoco5mj43sax2be24s4a4,2026-03-01T16:20:04Z,"nu metal,alternative metal,rap metal,rock,shoegaze","Maverick",0.443,0.781,1,-4.277,1,0.0377,0.0000133,0.205,0.166,0.372,71.841,4
spotify:track:0CRZ3cFFZEUglP5RlU2f9o,"Yugoslavskiy Groove","Softic","Soft Blade",2021-08-06,244000,64,false,31cz7zqjoco5mj43sax2be24s4a4,2026-03-01T16:20:04Z,"witch house,lo-fi house","Soft Blade",0.534,0.538,11,-11.332,0,0.0396,0.656,0.899,0.164,0.07,119.968,4
spotify:track:0hta2Lb2zKJ7kEnAEZEE3G,"Nope your too late i already died","suburban daredevil","wifiskeleton;i wanna be a jack-o-lantern",2024-10-22,90067,87,false,31cz7zqjoco5mj43sax2be24s4a4,2026-03-01T16:20:04Z,"","9th St. / Hallwood",0.704,0.597,4,-10.458,0,0.036,0.105,0.00835,0.264,0.978,119.993,4
spotify:track:0yOf4dgkVq8jbB2zxVK8Zj,"August 10","Broken Girl","Julie Doiron",1996-04-01,178000,78,false,31cz7zqjoco5mj43sax2be24s4a4,2026-03-01T16:20:04Z,"slowcore","Jagjaguwar",0.511,0.0641,7,-15.943,1,0.0418,0.0394,0.0092,0.0897,0.35,115.351,4
spotify:track:4bLCPfBLKlqiONo6TALTh5,"Entombed","Koi No Yokan","Deftones",2012-11-09,299240,81,false,31cz7zqjoco5mj43sax2be24s4a4,2026-03-01T16:20:04Z,"nu metal,alternative metal,rap metal,rock,shoegaze","Reprise",0.399,0.753,10,-3.882,1,0.0375,0.00593,0.128,0.366,0.167,130.055,4
spotify:track:51c94ac31swyDQj9B3Lzs3,"Change (In the House of Flies)","White Pony","Deftones",2000,299533,85,false,31cz7zqjoco5mj43sax2be24s4a4,2026-03-01T16:20:04Z,"nu metal,alternative metal,rap metal,rock,shoegaze","Rhino",0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,4
spotify:track:3tYxhPqkioZEV5el3DJxLQ,"Youngest Daughter","Jar","Superheaven",2013-04-05,249514,80,false,31cz7zqjoco5mj43sax2be24s4a4,2026-03-01T16:20:04Z,"shoegaze,post-grunge","Run For Cover Records",0.492,0.762,8,-6.813,1,0.0388,0.000551,0.125,0.366,0.413,129.682,4
spotify:track:6wF1rPeGa5a7kyWO80P0AP,"Save the World","Save the World","We Are Not Friends;Nextime",2024-10-15,128955,63,false,31cz7zqjoco5mj43sax2be24s4a4,2026-03-01T16:20:04Z,"shoegaze","NEXTIME MEDIA LLC",0.826,0.522,0,-7.328,1,0.0384,0.152,0.874,0.108,0.113,134.1,4
spotify:track:70L6nHORQsblY813yNqUR3,"Cherry Waves","Saturday Night Wrist","Deftones",2006-10-25,317706,82,false,31cz7zqjoco5mj43sax2be24s4a4,2026-03-01T16:20:04Z,"nu metal,alternative metal,rap metal,rock,shoegaze","Maverick",0.47,0.859,2,-3.663,1,0.0537,0.000362,0.00691,0.142,0.17,124.01,4
spotify:track:4cLdpErILMO8Db8pQVAVcZ,"Mascara","Around the Fur","Deftones",1997-10-27,225293,77,false,31cz7zqjoco5mj43sax2be24s4a4,2026-03-01T16:20:04Z,"nu metal,alternative metal,rap metal,rock,shoegaze","Maverick",0.472,0.446,5,-7.416,0,0.0354,0.00273,0.0606,0.091,0.0456,77.562,4
spotify:track:1EryAkZ0VHstC6haIxVBiE,"Sextape","Diamond Eyes","Deftones",2010-04-30,241533,83,false,31cz7zqjoco5mj43sax2be24s4a4,2026-03-01T16:20:04Z,"nu metal,alternative metal,rap metal,rock,shoegaze","Reprise",0.367,0.634,5,-6.475,1,0.027,0.000824,0.0759,0.116,0.0964,89.981,4
spotify:track:4Uiw0Sl9yskBaC6P4DcdVD,"Be Quiet and Drive (Far Away)","Around the Fur","Deftones",1997-10-27,299866,83,false,31cz7zqjoco5mj43sax2be24s4a4,2026-03-01T16:20:04Z,"nu metal,alternative metal,rap metal,rock,shoegaze","Maverick",0.206,0.965,1,-5.116,1,0.079,0.00000991,0.827,0.367,0.168,92.615,4
spotify:track:5v3Dv4UlDOGaXlvphFpkIX,"Hello Juliet","Clarion","Clarion",2024-07-02,208000,74,false,31cz7zqjoco5mj43sax2be24s4a4,2026-03-01T16:20:04Z,"shoegaze","broke",0.334,0.992,3,-4.284,1,0.106,0.000171,0.111,0.153,0.227,138.991,4
spotify:track:0j3mqDTK4Z6lvrLzFCUUz6,"Good Looking","Good Looking","Suki Waterhouse",2022-08-18,214800,13,false,31cz7zqjoco5mj43sax2be24s4a4,2026-03-01T16:20:04Z,"","Sub Pop Records",0.365,0.554,4,-9.076,1,0.03,0.079,0.000358,0.125,0.259,150.11,3
spotify:track:0KdEx2ETCXYZeEVAZS4sJ4,"wonder if you care","wonder if you care","flyingfish",2023-04-28,134556,67,false,31cz7zqjoco5mj43sax2be24s4a4,2026-03-08T17:36:22Z,"shoegaze","flyingfish",0.426,0.67,5,-8.947,0,0.0353,0.0000215,0.706,0.124,0.179,78.487,4
spotify:track:4NUhcsz9E1LrBe8nXLZqzp,"It Almost Worked","The Night in Question: French Exit Outtakes","TV Girl",2020-05-01,152000,80,false,31cz7zqjoco5mj43sax2be24s4a4,2026-03-08T17:36:38Z,"","TV Girl",0.673,0.886,9,-4.347,1,0.0282,0.302,0.348,0.0792,0.679,140.586,4
spotify:track:4VedfquAzkjR15ntcWmNfL,"Petals","Celebrity Skin","Hole",1998-01-01,329240,74,false,31cz7zqjoco5mj43sax2be24s4a4,2026-03-08T17:36:38Z,"riot grrrl,grunge","DGC",0.449,0.824,4,-6.567,0,0.0403,0.0000518,0.0337,0.368,0.223,114.907,4
spotify:track:3fuyYaLhZ2RoP9eWpvfP1H,"A New Kind Of Love - Demo","A New Kind Of Love (Demo)","Frou Frou;Imogen Heap;Guy Sigsworth",2022-04-08,259071,82,false,31w5z2cwgg4rheemghre3dquiabu,2026-03-08T17:37:28Z,"","Megaphonic",0.674,0.487,9,-13.307,1,0.0331,0.169,0.00411,0.127,0.329,132.97,4
spotify:track:5ZuYVvvJ5uyS8dyWppO2TZ,"夢旅人","アコギな二人旅だぜ!! ライブアルバム～第一章 旅立ち～","Hironobu Kageyama",2002-02-06,289093,0,false,31w5z2cwgg4rheemghre3dquiabu,2026-03-13T11:59:08Z,"anime","Lantis",0.344,0.4,9,-11.439,0,0.048,0.77,0.0000011,0.713,0.28,131.137,4
spotify:track:6k59dKYddaui0cJ5tFqgtw,"聖闘士神話 ～ソルジャー・ドリーム～","POWER LIVE '98","Hironobu Kageyama",1998-11-18,219026,37,false,31w5z2cwgg4rheemghre3dquiabu,2026-03-13T11:59:25Z,"anime","first smile entertainment ltd.",0.251,0.939,7,-6.197,1,0.0982,0.0826,0,0.934,0.577,166.91,4
spotify:track:5kXNHDFFNv0tVf1dhckoZF,"花の鎖","聖闘士星矢 THE LOST CANVAS 冥王神話 主題歌集","生乃麻紀;Marina del ray",2009-07-25,246816,39,false,31w5z2cwgg4rheemghre3dquiabu,2026-03-13T15:39:26Z,"anime","東京ムービー・レコード",0.376,0.585,3,-5.005,0,0.0337,0.174,0,0.143,0.448,171.995,4
spotify:track:0luw44Of3IgnW2CHRnW2f7,"resonance - midwest emo version","resonance (midwest emo version)","jacal",2023-06-30,219024,69,false,31w5z2cwgg4rheemghre3dquiabu,2026-03-14T19:01:44Z,"","Home",0.24,0.817,8,-4.714,1,0.0275,0.00113,0.899,0.107,0.288,85.048,4
spotify:track:0ccbLXnIFSRzHcALyvPtde,"lilacs - slowed","lilacs - slowed","azrxel;abxddon",2024-10-10,70866,62,false,31w5z2cwgg4rheemghre3dquiabu,2026-03-14T19:51:41Z,"","unmatched.",0.606,0.827,0,-11.128,0,0.0294,0.0645,0.775,0.106,0.551,101.58,4
spotify:track:6yV3akSoxxh006bFLHPfVW,"#voyuitwaaien - SUPER slowed -pitch","#voyuitwaaien Remixes","latex fruit",2025-03-13,114091,70,false,31w5z2cwgg4rheemghre3dquiabu,2026-03-14T20:11:57Z,"breakcore","broke",0.634,0.968,0,-0.91,1,0.037,0.103,0.417,0.0991,0.365,138.837,4
spotify:track:2Q4hl7psP5tVG6rOYZk0m0,"Knights","Crystal Castles","Crystal Castles",2008-03-18,193706,66,false,31w5z2cwgg4rheemghre3dquiabu,2026-03-15T01:52:28Z,"witch house,electroclash,new rave,alternative dance","Last Gang",0.605,0.588,8,-5.924,0,0.0339,0.0000143,0.609,0.0927,0.81,111.989,4
spotify:track:4t9vB7wIKWE5jIhjcztmmd,"Iris","Ethereality","Pastel Ghost",2018-10-05,218384,72,false,31w5z2cwgg4rheemghre3dquiabu,2026-03-19T00:45:05Z,"witch house,darkwave","Many Hats Distribution",0.534,0.855,8,-7.578,0,0.0342,0.00043,0.893,0.0996,0.601,117.987,4
spotify:track:7JEzAlwHhCD2M1cYE6BeqJ,"Loving Machine","Who Really Cares","TV Girl",2016-02-25,227000,84,false,31w5z2cwgg4rheemghre3dquiabu,2026-03-19T00:45:07Z,"","TV Girl",0.58,0.69,0,-9.52,1,0.0267,0.568,0.0221,0.226,0.922,89.981,4
spotify:track:1FxmJ9hQ0nVrOI19SChpi8,"Loose Cannon","X Hail","Puzzle",2019-01-19,177000,72,false,31w5z2cwgg4rheemghre3dquiabu,2026-03-19T00:45:23Z,"","Vada Vada",0.593,0.898,11,-3.245,0,0.0427,0.0405,0.000095,0.346,0.308,110.083,4
spotify:track:5vVKkF3xih38Vcoo4HgAo8,"Engine No. 9","Adrenaline","Deftones",1995,204880,73,true,31w5z2cwgg4rheemghre3dquiabu,2026-03-20T10:37:31Z,"nu metal,alternative metal,rap metal,rock,shoegaze","Rhino",0.358,0.981,2,-5.13,1,0.178,0.000093,0.000193,0.386,0.382,93.744,4
spotify:track:0yljUudXzjVcGEoYmLB17X,"Genesis","Visions","Grimes",2012-03-12,255320,76,false,31w5z2cwgg4rheemghre3dquiabu,2026-03-21T20:30:12Z,"art pop","4AD",0.611,0.677,10,-6.745,0,0.034,0.0764,0.0698,0.241,0.233,166.04,4
spotify:track:0WQiDwKJclirSYG9v5tayI,"There Is a Light That Never Goes Out - 2011 Remaster","The Queen Is Dead","The Smiths",1986-06-16,244586,86,false,31w5z2cwgg4rheemghre3dquiabu,2026-03-21T20:37:11Z,"new wave,madchester,jangle pop","WM UK",0.523,0.769,4,-5.855,1,0.0269,0.04,0,0.136,0.876,136.162,4
spotify:track:4FEr6dIdH6EqLKR0jB560J,"Rosemary","Koi No Yokan","Deftones",2012-11-09,413346,79,false,31w5z2cwgg4rheemghre3dquiabu,2026-03-23T00:15:36Z,"nu metal,alternative metal,rap metal,rock,shoegaze","Reprise",0.285,0.613,5,-6.412,1,0.0421,0.0185,0.1,0.114,0.0772,126.628,4
spotify:track:72PiRRx2A5AIkTTAzOuvug,"Loose Cannon - Instrumental","Loose Cannon (Instrumental)","Veylow",2025-06-02,99272,41,false,31w5z2cwgg4rheemghre3dquiabu,2026-03-23T10:45:45Z,"nightcore","Veylow",0.542,0.757,5,-15.431,1,0.0281,0.162,0.851,0.139,0.376,109.984,4
spotify:track:6nmDEbjMZru5j55HIkX2yZ,"Diamond Eyes","Diamond Eyes","Deftones",2010-04-30,188266,73,false,31w5z2cwgg4rheemghre3dquiabu,2026-03-25T10:25:18Z,"nu metal,alternative metal,rap metal,rock,shoegaze","Reprise",0.331,0.845,8,-4.876,1,0.0551,0.000109,0.000212,0.0758,0.468,153.484,3
spotify:track:5jztuiRR4sGzlXATycRV3N,"Sayonara Cross Teck","Therapy","Miraidempa",2018-02-18,160434,65,false,31w5z2cwgg4rheemghre3dquiabu,2026-03-25T10:36:57Z,"shoegaze","Miraidempa",0.174,0.727,9,-5.28,1,0.0411,0.0327,0.946,0.31,0.165,183.892,4
spotify:track:18j6GCxt5aFKbYqdvksL7N,"worry - ultra slowed","worry (ultra slowed)","LONOWN;riserayss",2026-03-13,255591,84,false,31w5z2cwgg4rheemghre3dquiabu,2026-03-31T09:39:45Z,"phonk,witch house,electroclash","ARCADIA",0.535,0.551,5,-6.334,1,0.0328,0.233,0.841,0.214,0.247,139.011,4
spotify:track:2r5XS1YoCgYq4uHvHxbVxz,"It's Snowing Like It's the End of the World","Little Victories","Krobak",2013-09-08,710612,68,false,31w5z2cwgg4rheemghre3dquiabu,2026-04-05T23:51:08Z,"post-rock","Krobak",0.215,0.411,2,-9.16,0,0.0372,0.643,0.877,0.161,0.0394,96.943,4
spotify:track:28DBPgLD7pUjGA561yzd8X,"Neoperreo","Neoperreo","Secret Society;ALIC3E",2025-02-24,121570,73,false,31w5z2cwgg4rheemghre3dquiabu,2026-04-08T01:40:32Z,"","Intercord",0.682,0.966,10,-6.076,1,0.03,0.0433,0.916,0.164,0.803,120.96,4
spotify:track:0YvtuzxqHtn4f5cEQnBKJC,"three","2017 Archives","Cult Member",2024-07-30,60952,68,false,31w5z2cwgg4rheemghre3dquiabu,2026-04-09T09:59:28Z,"lo-fi house","Cult Member",0.815,0.936,11,-6.337,0,0.18,0.113,0.9,0.11,0.55,125.97,4
spotify:track:6kDyRP48g1KWahq8irqZF9,"Sweet to Dream","Summer's Over","Jordana;TV Girl",2021-10-13,175000,62,false,31w5z2cwgg4rheemghre3dquiabu,2026-04-09T22:48:05Z,"","Summer's Over",0.488,0.489,8,-12.933,0,0.0375,0.594,0.509,0.106,0.611,159.856,4
spotify:track:4B91GOanAvzgo7bG8F79UR,"November Cold","I Used To Be","Crossing i's Dotting t's",2023-10-26,197413,57,false,31w5z2cwgg4rheemghre3dquiabu,2026-04-11T17:42:44Z,"","Cleopatra Records",0.477,0.728,10,-4.657,0,0.0301,0.00133,0.108,0.0762,0.379,135.064,4
spotify:track:4b0fiEZg92FBFYze5uEx0l,"Sometimes","Sometimes","Mattyeux;Princess Chelsea;Videoclub",2022-06-24,209746,79,false,31w5z2cwgg4rheemghre3dquiabu,2026-04-12T06:17:42Z,"french indie pop,french pop,baroque pop","Cathodic Prod",0.566,0.52,7,-9.444,1,0.0345,0.456,0.00167,0.0938,0.44,171.885,4
spotify:track:0n20laNpcg84CViNdXbwsE,"Waiting","Waiting","leverfall",2025-01-15,61522,73,false,31w5z2cwgg4rheemghre3dquiabu,2026-04-15T10:33:11Z,"","leverfall",0.553,0.553,2,-12.499,1,0.031,0.957,0.902,0.163,0.159,101.396,4
spotify:track:72CobydtYyIQrkZ2Jdo289,"B.O.T.A. (Baddest Of Them All) [feat. Eliza Rose & Interplanetary Criminal] [Slowed Down Version]","B.O.T.A. (Baddest Of Them All) [feat. Eliza Rose & Interplanetary Criminal] [Slowed Down Version]","slowed down audioss;Eliza Rose;Interplanetary Criminal",2022-09-23,294447,39,false,31w5z2cwgg4rheemghre3dquiabu,2026-04-17T09:44:40Z,"jersey club,house,uk garage,breakbeat","Warner Records",0.743,0.72,0,-7.937,1,0.0336,0.372,0.282,0.131,0.596,104.992,4
spotify:track:3NhgHNQpDPopKaW4utQtSO,"It Can't Come Quickly Enough","Scissor Sisters","Scissor Sisters",2004-02-02,279533,61,false,31w5z2cwgg4rheemghre3dquiabu,2026-04-23T16:09:13Z,"","UMC (Universal Music Catalogue)",0.705,0.84,5,-6.793,0,0.0555,0.147,0.00000141,0.111,0.436,102.175,4
spotify:track:0Ubp7kMZ6MWZIL8qkloYub,"Warmpop","200% Electronica","ESPRIT 空想;George Clanton",2017-11-17,172374,72,false,31w5z2cwgg4rheemghre3dquiabu,2026-04-23T20:51:39Z,"vaporwave,plunderphonics,chillwave","100% Electronica LLC",0.423,0.771,1,-8.259,1,0.0665,0.000208,0.852,0.371,0.194,90.1,4
spotify:track:2LtRbqfF1sq4T3Wx0lhp5d,"Kagefumi","Kagefumi","lucid",2024-08-16,122687,58,true,31w5z2cwgg4rheemghre3dquiabu,2026-04-27T10:10:44Z,"","skoomy",0.552,0.524,9,-16.534,1,0.0435,0.00275,0.839,0.0923,0.413,169.913,4
spotify:track:2HfWgYYRHXdJkN8kYnrX04,"Join Me (In Death)","XX - Two Decades of Love Metal","HIM",2012-11-06,217986,60,false,31cz7zqjoco5mj43sax2be24s4a4,2026-03-01T16:20:04Z,"gothic metal,gothic rock,finnish rock","BMG Rights Management (US) LLC",0.611,0.759,8,-4.64,0,0.0319,0.0205,0.00000931,0.132,0.548,113.832,4
spotify:track:2X485T9Z5Ly0xyaghN73ed,"Let It Happen","Currents","Tame Impala",2015-07-17,467586,87,false,31w5z2cwgg4rheemghre3dquiabu,2026-04-27T10:21:12Z,"neo-psychedelic,indie","Universal Music Australia Pty. Ltd.",0.602,0.881,1,-5.875,0,0.0443,0.00462,0.0266,0.111,0.577,125.012,4
spotify:track:1UNEuG9DYOWiikf00ayr52,"Love Me Not","Love Me Not / Love Is Blind","Ravyn Lenae",2024-05-03,213466,88,false,31w5z2cwgg4rheemghre3dquiabu,2026-04-27T17:40:34Z,"alternative r&b,indie soul","Atlantic Records",0.786,0.741,0,-6.147,1,0.0309,0.293,0,0.132,0.816,113.98,4
spotify:track:33KU9huHP1Lv1UWWVkuTYd,"Impostor Syndrome","No Dogs Allowed","Sidney Gish",2017-12-31,294260,89,true,31w5z2cwgg4rheemghre3dquiabu,2026-04-28T10:26:34Z,"bedroom pop","Many Hats Distribution",0.717,0.566,7,-9.166,1,0.0329,0.597,0.00000435,0.205,0.731,114.976,4
spotify:track:548SjIaN7BQqNStIsL8GpG,"Gucci Flip Flops x Careless Whisper - Viral Version","Gucci Flip Flops x Careless Whisper","Moonshine",2026-04-28,157049,36,false,31w5z2cwgg4rheemghre3dquiabu,2026-04-30T00:14:50Z,"tekno","Ravex Records",0.661,0.998,9,-5.575,0,0.146,0.0642,0.000489,0.32,0.503,80.008,4
spotify:track:751srcHf5tUqcEa9pRCQwP,"Tek It","Running","Cafuné",2021-07-20,191823,84,false,31w5z2cwgg4rheemghre3dquiabu,2026-04-30T10:11:14Z,"","Elektra (NEK)",0.423,0.913,8,-5.354,1,0.0655,0.0000653,0,0.269,0.596,146.995,4
spotify:track:2wk4LD37JQykjZB7vHABDX,"Deucalion no Daikouzui","Deucalion no Daikouzui","Seiji Yokoyama",2023-02-17,258966,41,false,31w5z2cwgg4rheemghre3dquiabu,2026-05-01T02:39:16Z,"anime","Inory Music",0.221,0.459,9,-9.608,0,0.0293,0.129,0.515,0.284,0.187,143.696,4
spotify:track:2aaCNg42RA74s0EmHTBqS7,"No Other Heart","Another One","Mac DeMarco",2015-08-07,173117,84,false,31w5z2cwgg4rheemghre3dquiabu,2026-05-01T03:07:00Z,"indie,lo-fi indie","Captured Tracks",0.67,0.684,2,-7.47,1,0.0242,0.513,0.0103,0.126,0.852,94.261,4
spotify:track:4cpEwUqg9QIjSJ2m5giV20,"Pretty Scene Girl!","Pretty Scene Girl!","Clover!",2023-12-27,132923,71,false,31w5z2cwgg4rheemghre3dquiabu,2026-05-02T20:04:44Z,"hyperpop,nightcore","Clover!",0.532,0.851,8,-12.143,0,0.0783,0.0584,0,0.745,0.543,82.538,4
spotify:track:0IjdXwCEhZR7JIwq6Za8j5,"Jane!","Jane!","The Long Faces",2018-07-03,186986,89,false,31w5z2cwgg4rheemghre3dquiabu,2026-05-03T06:23:41Z,"","North West Sound Recordings",0.483,0.542,1,-10.928,0,0.0365,0.0213,0.00000129,0.105,0.744,146.099,4
spotify:track:7mZZZ7uLhi8df4xinKOu0Q,"Eva","Radio Taxi","Radio Taxi",1983-07-13,209133,58,false,31w5z2cwgg4rheemghre3dquiabu,2026-05-05T17:46:13Z,"brazilian rock,mpb,brazilian pop","Sony Music Entertainment",0.557,0.471,2,-10.624,1,0.0302,0.106,0,0.311,0.319,99.906,4
spotify:track:3jjsRKEsF42ccXf8kWR3nu,"Washing Machine Heart","Be the Cowboy","Mitski",2018-08-17,128198,85,false,31w5z2cwgg4rheemghre3dquiabu,2026-05-08T00:35:57Z,"","Dead Oceans",0.613,0.822,9,-4.087,1,0.026,0.0092,0.506,0.429,0.567,105.997,4
spotify:track:3siwsiaEoU4Kuuc9WKMUy5,"No One Noticed","Submarine","The Marías",2024-05-31,236906,90,false,31w5z2cwgg4rheemghre3dquiabu,2026-05-18T16:31:22Z,"bedroom pop","Nice Life/Atlantic",0.705,0.339,7,-10.612,1,0.0278,0.552,0.0814,0.12,0.457,97.989,4
spotify:track:72cGBEqu7RitIOoACXYjfR,"The Blonde","French Exit","TV Girl",2014-06-05,227760,82,false,31w5z2cwgg4rheemghre3dquiabu,2026-05-19T10:01:52Z,"","TV Girl",0.501,0.547,1,-7.961,0,0.0243,0.225,0.912,0.288,0.225,87.692,4
spotify:track:1mSxbLW7fKABfeY4lGpg0E,"Velha Infância - 2004 Digital Remaster","Tribalistas","Tribalistas",2002-01-01,250440,74,false,31w5z2cwgg4rheemghre3dquiabu,2026-05-20T16:44:17Z,"mpb,new mpb","Phonomotor",0.442,0.616,6,-8.128,0,0.0353,0.457,0.000168,0.144,0.565,113.02,4
spotify:track:2B5lvFUfueA0lWu79JONUJ,"João E Maria","Nara Leão Naturalmente","Nara Leão;Chico Buarque",2009-01-01,143040,55,false,31w5z2cwgg4rheemghre3dquiabu,2026-05-20T17:36:51Z,"bossa nova,mpb,brazilian jazz,samba","Universal Music Ltda.",0.529,0.429,0,-9.025,0,0.0344,0.805,0.00243,0.0996,0.592,114.74,3
spotify:track:3FAclTFfvUuQYnEsptbK8w,"Back To Black","Back To Black (Deluxe Edition)","Amy Winehouse",2006,241293,80,true,31w5z2cwgg4rheemghre3dquiabu,2026-05-24T18:37:58Z,"","Universal-Island Records Ltd.",0.434,0.422,7,-13.964,0,0.0375,0.134,0.0000205,0.0861,0.377,123.201,4
spotify:track:1QFh8OH1e78dGd3VyJZCAC,"Boys Don't Cry","Three Imaginary Boys","The Cure",1979-05-11,155973,87,false,31w5z2cwgg4rheemghre3dquiabu,2026-05-24T18:38:13Z,"new wave,post-punk,gothic rock,darkwave","UMC (Universal Music Catalogue)",0.462,0.836,11,-5.766,0,0.0621,0.00517,0,0.18,0.671,168.766,4
spotify:track:6cyo6nZ2gs6ht86gMn2xnJ,"The Void Night Theme","The Void Night Theme","aerune",2024-01-01,69728,29,false,31w5z2cwgg4rheemghre3dquiabu,2026-05-26T22:28:38Z,"","Octiive",0.299,0.208,5,-20.48,1,0.0479,0.992,0.926,0.111,0.184,91.647,4
spotify:track:2lkoILe1OQOU2nWDQbD55D,"in another life, this may have been different","in another life, this may have been different","inked!",2025-03-28,93308,37,false,31w5z2cwgg4rheemghre3dquiabu,2026-05-26T22:31:11Z,"jazz rap","Inked!",0.308,0.0621,11,-23.293,0,0.0371,0.925,0.618,0.115,0.31,131.832,4
spotify:track:63m4quhcoSHTKlrwVzfZ8H,"NO, THE MOON - HARDTEKK","NO, THE MOON HARDTEKK","pupi;ZXVABEAT",2026-05-06,91475,62,false,31w5z2cwgg4rheemghre3dquiabu,2026-05-28T02:54:03Z,"tekno","VBR",0.556,0.882,4,-1.718,0,0.047,0.382,0.956,0.486,0.244,159.922,4
spotify:track:6ZaiqbV2GfUtrUlhsu58fN,"Step On Me","First Band On The Moon (Remastered)","The Cardigans",1996-01-01,230185,79,false,31w5z2cwgg4rheemghre3dquiabu,2026-05-30T18:06:12Z,"swedish pop","Universal Music AB",0.331,0.471,2,-5.631,1,0.0299,0.00644,0,0.0653,0.142,90.057,4
spotify:track:5VjQTikdqkiKi1XtXTVdc8,"Save Me","Save Me","Chief Keef",2014-04-01,214853,71,true,31w5z2cwgg4rheemghre3dquiabu,2026-05-31T04:35:33Z,"chicago drill,drill","101 Distribution",0.6,0.828,10,-5.322,0,0.0945,0.00344,0,0.363,0.334,124.994,4
spotify:track:5Uc37Y6FijZcM538PqqkWd,"Legendary Lovers","PRISM (Deluxe)","Katy Perry",2013-10-18,224216,84,false,31w5z2cwgg4rheemghre3dquiabu,2026-05-31T04:35:37Z,"pop","Capitol Records (CAP)",0.622,0.839,4,-4.788,0,0.0843,0.0222,0,0.0781,0.403,126.027,4
spotify:track:5CM4UuQ9Gnd6K2YyKGPMoK,"Bad Habit","Bad Habit","Steve Lacy",2022-06-29,232114,74,true,31w5z2cwgg4rheemghre3dquiabu,2026-06-04T01:13:12Z,"","L-M Records/RCA Records",0.686,0.507,1,-7.097,1,0.0357,0.626,0.0000751,0.383,0.69,168.955,4
spotify:track:43iIQbw5hx986dUEZbr3eN,"From The Start","Bewitched","Laufey",2023-09-08,169573,89,false,31w5z2cwgg4rheemghre3dquiabu,2026-06-04T01:13:29Z,"","Laufey",0.554,0.339,1,-10.088,1,0.0779,0.886,0.00128,0.11,0.83,80.994,4
spotify:track:5PjdC2gMATetx5xdnwGUu7,"i wanna be your girlfriend","i wanna be your girlfriend","girl in red",2018-03-02,204990,76,true,31w5z2cwgg4rheemghre3dquiabu,2026-06-05T22:37:54Z,"bedroom pop","world in red",0.541,0.382,7,-14.323,1,0.035,0.0215,0.000836,0.304,0.343,155.901,4
spotify:track:5AGQSF0ytihJyt96K5vW9d,"Heartbeat","Camp","Childish Gambino",2011-11-15,269840,87,true,31w5z2cwgg4rheemghre3dquiabu,2026-06-05T22:40:13Z,"","Glassnote - VMG",0.8,0.545,1,-7.002,0,0.127,0.00373,0.000511,0.0445,0.291,119.959,4
